Timestamp,Generation,NumSpecies,AvgFitness,StdFitness,BestFitness,BestApples,BestGenomeSize,BestSpeciesID,GenerationTime
2025-06-19T05:18:31,0,1,-1.08125,0.10662,-0.47500,0.00000,"(3, 0)",1,37.640
2025-06-19T05:19:00,1,1,-0.92925,0.26786,-0.34500,0.00000,"(3, 1)",1,28.586
2025-06-19T05:19:29,2,1,-0.83965,0.83141,-0.58000,0.00000,"(4, 3)",1,29.350
2025-06-19T05:19:58,3,1,-0.94662,0.85182,-0.34500,0.00000,"(3, 3)",1,29.362
2025-06-19T05:20:29,4,1,-0.96487,0.96976,-0.33000,0.00000,"(3, 3)",1,31.130
2025-06-19T05:20:56,5,3,-0.81885,0.20631,-0.72000,0.00000,"(3, 3)",1,26.859
2025-06-19T05:21:27,6,3,-0.90957,1.35888,-0.08500,0.00000,"(3, 5)",3,30.525
2025-06-19T05:21:59,7,3,-0.92405,1.18431,-0.19500,0.50000,"(4, 8)",3,32.239
2025-06-19T05:22:31,8,3,-0.78500,0.28253,0.14500,1.00000,"(4, 8)",3,31.864
2025-06-19T05:23:14,9,3,-0.85450,3.10729,0.29000,1.00000,"(4, 9)",3,43.435
2025-06-19T05:23:46,10,3,-0.77825,0.23673,0.03500,0.00000,"(5, 10)",2,31.523
2025-06-19T05:24:36,11,3,-1.45797,3.13106,0.05500,0.00000,"(4, 8)",1,49.998
2025-06-19T05:25:14,12,3,-0.60290,0.74053,0.33500,1.00000,"(4, 11)",3,37.842
2025-06-19T05:25:49,13,3,-0.56817,0.38474,0.02000,0.50000,"(4, 12)",2,35.359
2025-06-19T05:26:29,14,3,-1.04722,1.72305,-0.03500,0.50000,"(3, 9)",1,39.675
2025-06-19T05:27:08,15,3,-1.21847,1.44007,-0.34500,0.00000,"(3, 10)",1,38.776
2025-06-19T05:27:43,16,3,-0.91710,1.40423,-0.01500,0.00000,"(3, 10)",2,35.239
2025-06-19T05:28:19,17,3,-0.88632,1.12717,0.03000,0.00000,"(5, 14)",3,36.016
2025-06-19T05:29:04,18,3,-0.81287,1.81166,0.30000,1.00000,"(4, 14)",3,45.089
2025-06-19T05:29:44,19,3,-1.12412,1.16739,-0.19000,0.00000,"(5, 14)",3,39.874
2025-06-19T05:30:21,20,3,-1.16865,1.65296,-0.72000,0.00000,"(4, 15)",1,36.694
2025-06-19T05:30:49,21,4,-0.90810,1.29536,-0.34500,0.00000,"(4, 15)",4,28.297
2025-06-19T05:31:22,22,4,-0.97280,1.19742,-0.08500,0.00000,"(4, 15)",4,32.880
2025-06-19T05:31:52,23,4,-0.82167,0.25875,-0.71000,0.00000,"(4, 17)",4,30.346
2025-06-19T05:32:20,24,4,-0.85312,0.89995,-0.08500,0.00000,"(4, 18)",4,28.275
2025-06-19T05:32:50,25,4,-0.96162,1.85967,-0.62000,0.00000,"(5, 19)",3,29.237
2025-06-19T05:33:25,26,4,-0.92235,1.19366,-0.36500,0.50000,"(4, 19)",2,35.626
2025-06-19T05:33:56,27,4,-0.69040,0.74498,0.15500,1.00000,"(4, 17)",1,30.941
2025-06-19T05:34:29,28,3,-0.97805,1.13923,-0.08000,0.00000,"(4, 19)",2,33.078
2025-06-19T05:34:54,29,2,-0.77845,0.20505,-0.72000,0.00000,"(5, 18)",1,25.047
2025-06-19T05:35:20,30,2,-0.79090,0.21741,-0.59500,0.00000,"(3, 17)",1,25.181
2025-06-19T05:35:46,31,2,-0.83793,0.27142,-0.72000,0.00000,"(3, 17)",1,26.640
2025-06-19T05:36:15,32,2,-0.80017,0.74803,-0.33500,0.00000,"(4, 20)",4,28.306
2025-06-19T05:36:44,33,2,-0.86667,1.22120,-0.24500,0.00000,"(5, 20)",4,29.801
2025-06-19T05:37:15,34,2,-0.71127,0.17015,0.17500,0.50000,"(4, 20)",4,30.356
2025-06-19T05:37:50,35,2,-0.84357,1.53564,0.17000,0.50000,"(4, 24)",1,35.607
2025-06-19T05:38:31,36,2,-1.22617,1.97861,-0.08500,0.00000,"(7, 27)",4,40.832
2025-06-19T05:39:03,37,2,-0.91902,0.33848,-0.57500,0.00000,"(5, 26)",4,32.011
2025-06-19T05:39:41,38,2,-0.84240,1.18161,0.09000,1.00000,"(3, 19)",4,37.418
2025-06-19T05:40:23,39,2,-1.04330,1.45031,-0.09500,0.50000,"(5, 24)",1,42.328
2025-06-19T05:41:01,40,2,-1.06470,1.38092,-0.20000,0.50000,"(5, 25)",1,38.098
2025-06-19T05:41:33,41,3,-0.65432,0.19843,0.04000,0.50000,"(5, 25)",4,31.893
2025-06-19T05:42:12,42,3,-0.86802,1.19489,-0.04000,1.00000,"(5, 27)",4,38.996
2025-06-19T05:42:54,43,4,-1.32205,2.13961,-0.34500,0.00000,"(6, 27)",6,42.079
2025-06-19T05:43:30,44,4,-1.13887,1.82581,-0.47000,0.00000,"(7, 27)",7,35.982
2025-06-19T05:44:07,45,3,-0.60510,1.23762,0.05000,0.50000,"(7, 30)",7,36.318
2025-06-19T05:44:36,46,3,-0.81205,0.27179,-0.46000,0.00000,"(7, 33)",7,29.051
2025-06-19T05:45:08,47,3,-0.91172,1.13315,-0.04500,0.50000,"(8, 32)",5,32.775
2025-06-19T05:45:40,48,3,-0.64885,0.26571,0.27000,0.50000,"(7, 33)",5,31.996
2025-06-19T05:46:27,49,4,-1.30829,2.30453,-0.19500,0.00000,"(5, 28)",6,46.878
2025-06-19T05:47:05,50,4,-0.67562,1.35575,0.32500,1.00000,"(8, 34)",8,37.442
2025-06-19T05:47:48,51,4,-1.18995,1.64832,-0.19500,0.50000,"(3, 16)",5,43.270
2025-06-19T05:48:24,52,4,-1.11427,1.39483,-0.67000,0.00000,"(7, 36)",8,36.195
2025-06-19T05:49:05,53,4,-1.04683,1.58075,-0.04000,0.00000,"(5, 32)",7,40.841
2025-06-19T05:49:39,54,4,-0.86797,0.69134,0.05000,1.00000,"(7, 34)",6,34.030
2025-06-19T05:50:14,55,4,-0.98395,1.36936,0.05500,0.00000,"(7, 38)",7,34.917
2025-06-19T05:51:02,56,4,-1.50402,2.90733,0.03500,0.00000,"(6, 31)",7,47.941
2025-06-19T05:51:38,57,4,-0.99645,1.20370,-0.57500,0.00000,"(7, 35)",6,35.542
2025-06-19T05:52:07,58,4,-0.92467,1.18166,-0.34500,0.00000,"(5, 32)",6,28.846
2025-06-19T05:52:39,59,4,-0.95701,1.00104,-0.54000,0.00000,"(6, 34)",5,32.573
2025-06-19T05:53:06,60,4,-0.27535,0.83035,0.10500,0.50000,"(5, 31)",6,26.288
2025-06-19T05:53:33,61,4,-0.82880,0.85801,-0.34000,0.00000,"(8, 39)",8,27.417
2025-06-19T05:54:00,62,4,-0.82697,0.23261,-0.71500,0.00000,"(5, 30)",5,26.693
2025-06-19T05:54:30,63,4,0.02663,0.30382,0.29000,1.00000,"(6, 38)",5,30.550
2025-06-19T05:55:03,64,4,-0.79913,0.24435,-0.18500,0.00000,"(6, 38)",5,32.569
2025-06-19T05:55:39,65,4,-0.66630,0.18136,-0.07000,0.50000,"(6, 37)",5,35.659
2025-06-19T05:56:12,66,4,-0.84050,0.91333,0.31000,1.00000,"(6, 38)",5,32.974
2025-06-19T05:56:46,67,4,-0.93762,1.13819,-0.18000,0.00000,"(6, 38)",5,34.644
2025-06-19T05:57:21,68,4,-0.99705,1.49946,-0.09500,0.50000,"(9, 43)",7,34.916
2025-06-19T05:58:00,69,4,-1.12557,1.49076,-0.33000,0.50000,"(6, 39)",5,38.618
2025-06-19T05:58:38,70,4,-0.97065,0.96611,-0.21500,0.00000,"(12, 54)",7,37.867
2025-06-19T05:59:08,71,4,-0.94145,1.21590,-0.19000,0.00000,"(9, 48)",7,30.153
2025-06-19T05:59:37,72,4,-0.93525,1.24968,-0.47000,0.00000,"(12, 56)",7,28.597
2025-06-19T06:00:07,73,4,-0.77895,0.20965,-0.32000,0.50000,"(10, 50)",6,30.014
2025-06-19T06:00:36,74,4,-0.90630,0.92923,-0.44000,0.00000,"(9, 48)",7,29.747
2025-06-19T06:01:01,75,4,-0.81000,0.23845,-0.72000,0.00000,"(9, 42)",8,24.667
2025-06-19T06:01:26,76,5,-0.77992,0.81936,0.02000,1.00000,"(11, 52)",6,24.922
2025-06-19T06:02:00,77,5,-0.93891,1.12773,-0.22000,0.00000,"(11, 50)",6,33.968
2025-06-19T06:02:29,78,5,-0.24655,0.50071,0.54500,1.00000,"(10, 50)",6,29.399
2025-06-19T06:02:54,79,3,-0.71447,0.11290,-0.21500,0.00000,"(4, 32)",9,24.562
2025-06-19T06:03:30,80,2,-0.81835,1.53219,0.04500,0.50000,"(4, 32)",9,35.918
2025-06-19T06:04:02,81,2,-0.81762,0.86205,0.05000,1.00000,"(4, 34)",9,32.023
2025-06-19T06:04:36,82,2,-0.80015,0.30361,0.17500,1.00000,"(4, 26)",9,33.871
2025-06-19T06:05:25,83,2,-1.17440,1.32207,-0.09000,0.00000,"(5, 32)",9,48.695
2025-06-19T06:06:08,84,3,-1.28012,1.44039,-0.02500,0.00000,"(8, 44)",8,43.410
2025-06-19T06:06:36,85,2,-0.88330,0.40110,-0.72000,0.00000,"(5, 33)",9,28.019
2025-06-19T06:07:12,86,2,-1.14452,1.26858,-0.44500,0.00000,"(4, 30)",10,35.869
2025-06-19T06:07:47,87,2,-0.96270,0.56181,0.05500,0.00000,"(4, 30)",10,34.958
2025-06-19T06:08:19,88,3,-0.78712,0.33353,-0.09000,0.00000,"(5, 34)",10,32.364
2025-06-19T06:08:59,89,3,-0.99045,1.19804,0.22000,1.00000,"(5, 34)",11,39.331
2025-06-19T06:09:35,90,3,-1.02872,1.16366,0.03500,0.00000,"(3, 32)",10,35.844
2025-06-19T06:10:17,91,3,-1.27925,1.99218,-0.34500,0.00000,"(3, 35)",10,42.048
2025-06-19T06:10:45,92,3,-0.80630,0.24988,-0.06000,0.50000,"(6, 38)",10,28.191
2025-06-19T06:11:19,93,3,-1.10975,1.52132,-0.47000,0.00000,"(5, 38)",11,33.966
2025-06-19T06:11:55,94,3,-0.92378,0.88327,-0.24000,0.50000,"(5, 38)",9,36.261
2025-06-19T06:12:26,95,2,-0.91812,0.87751,-0.21500,0.00000,"(5, 38)",11,30.801
2025-06-19T06:12:52,96,3,-0.83918,0.29580,-0.33000,0.50000,"(4, 33)",11,25.951
2025-06-19T06:13:17,97,3,-0.80105,1.16467,-0.62000,0.00000,"(6, 39)",11,25.191
2025-06-19T06:13:43,98,3,-0.84142,0.85295,-0.34500,0.00000,"(4, 34)",10,26.074
2025-06-19T06:14:13,99,3,-0.68428,0.81831,-0.09000,0.50000,"(4, 35)",10,29.577
