Timestamp,Generation,NumSpecies,AvgFitness,StdFitness,BestFitness,BestApples,BestGenomeSize,BestSpeciesID,GenerationTime
2025-06-19T11:19:38,0,1,-6.18125,0.10662,-5.57500,0.00000,"(3, 0)",1,41.197
2025-06-19T11:20:11,1,1,-5.92685,0.26757,-5.34500,0.00000,"(3, 1)",1,33.177
2025-06-19T11:20:48,2,1,-5.77795,0.33813,-2.80500,0.50000,"(3, 2)",1,36.998
2025-06-19T11:21:35,3,1,-6.01965,0.74889,-2.55000,0.50000,"(4, 4)",1,47.773
2025-06-19T11:22:36,4,2,-5.83443,1.32015,1.84500,1.50000,"(4, 4)",1,60.799
2025-06-19T11:23:38,5,2,-5.92983,1.23195,-0.13500,1.00000,"(4, 3)",2,61.276
2025-06-19T11:24:30,6,2,-5.89963,1.05303,-0.17000,1.00000,"(3, 5)",2,52.719
2025-06-19T11:25:25,7,2,-5.88278,0.95075,-2.75000,0.50000,"(3, 5)",2,55.034
2025-06-19T11:26:23,8,2,-5.86873,1.10143,0.10000,1.00000,"(4, 8)",2,57.852
2025-06-19T11:27:17,9,2,-3.24705,2.45104,0.09000,1.00000,"(4, 7)",1,53.880
2025-06-19T11:28:06,10,2,-5.85403,0.88497,-2.58000,0.50000,"(3, 7)",2,48.622
2025-06-19T11:28:53,11,3,-5.87065,1.09619,-0.28500,1.00000,"(3, 8)",2,46.917
2025-06-19T11:29:44,12,3,-5.05813,1.72192,1.99000,1.50000,"(3, 10)",2,51.621
2025-06-19T11:30:42,13,3,-5.13565,1.65011,2.13500,1.50000,"(4, 12)",2,57.765
2025-06-19T11:31:42,14,3,-6.16995,1.11112,-1.67500,1.00000,"(4, 13)",2,59.971
2025-06-19T11:32:44,15,3,-6.42343,0.93620,-3.55000,0.50000,"(4, 12)",2,61.567
2025-06-19T11:33:39,16,4,-5.44988,1.17332,-0.20500,1.00000,"(4, 13)",2,54.921
2025-06-19T11:34:43,17,4,-6.06978,1.13344,-0.00000,1.00000,"(5, 17)",3,64.119
2025-06-19T11:35:49,18,5,-5.09899,1.85769,0.12500,1.00000,"(5, 15)",4,65.492
2025-06-19T11:37:01,19,5,-6.51744,1.20377,-1.41500,1.00000,"(4, 15)",2,72.035
2025-06-19T11:38:04,20,5,-6.13187,1.23394,-0.76500,1.00000,"(5, 17)",2,63.049
2025-06-19T11:39:10,21,5,-5.09878,1.61092,0.15000,1.00000,"(4, 15)",2,66.171
2025-06-19T11:40:16,22,5,-6.18195,1.25768,-0.26000,1.00000,"(3, 11)",5,65.681
2025-06-19T11:41:27,23,5,-6.39841,1.06496,-3.35500,0.50000,"(3, 13)",5,71.506
